path,text
segment_audio\09_01_026948_211024_SD_seg006.wav,정말 그때 사진이 있으면 보고 싶다. 왠지 너는 선이 예뻐서 여장을 해도 우스꽝스럽지 않고 굉장히 잘 어울릴 것 같아.
segment_audio\09_01_026948_211024_SD_seg007.wav,그렇지 않아. 너도 알다시피 내가 굉장히 성격도 시원시원하고 몸도 딱 벌어져 있고 굉장히 상남자이잖아. 그럼 내가 어떻게 여장을 해도 어울릴 수가 있겠어. 나 같은 경우에는 너무 남자다워서여장이 전혀 어울리지 않다고 알 수가 있어. 그래서 그때 사진들을 다 삭제해 버렸어.
segment_audio\09_01_026948_211024_SD_seg008.wav,그렇구나. 사진은 남겨두지 아깝다 궁금해.
segment_audio\09_01_026948_211024_SD_seg009.wav,절대 아까워 할 필요가 없어 지금 거친. 내 모습을 보면이게 더 잘 어울린다고 생각할 거야.
segment_audio\09_01_026948_211024_SD_seg010.wav,아니 물론 그렇긴 하겠지만. 왠지 상상이 안 돼서 말이야 다음에 한 번.내가 여장해줄까?
segment_audio\09_01_026948_211024_SD_seg011.wav,아니야. 굳이 날 왜 여장시키려고 그래.
segment_audio\09_01_026951_211024_SD_seg000.wav,예전에 드라마 대사 중에 그런 말이 있었잖아. 추억은 추억일 뿐이고.아무런 힘이 없다라는 말 있잖아. 나는 추억이 힘이 없을까라고 생각해 보면 힘이 없을 때도 있고 강력한 힘이 있을 때도 있다고 생각하거든. 물론 지나간 일이고 그냥 기억하는 존재가 될 수도 있지만 추억은 절대 지워지지 않는 힘을 가지고 있다고 생각해. 너는 개인적으로 추억에 대해 좀 어떻게 생각해?
segment_audio\09_01_026951_211024_SD_seg001.wav,추억은 엄청난 힘을 가지고 있다고 생각해 왜냐하면 그 시절의 아름다운 기억이잖아 물론 추억이 항상 아름답고 좋은 추억만 있는 건 아니지만 지나고 보면 다 극복할 수 있는 그런 기억들만 안고 간다고 생각을 하기 때문에 나는 추억은 아름답다고 생각해. 근데 추억을 추억 으로만 봐야지 그걸 가지고 아직도 미련을 가지고 이러는 건 굉장히 바보 같은 짓이 아닐까 그렇게 생각하는 부분이야. 너의 생각은 어때.
segment_audio\09_01_026951_211024_SD_seg002.wav,맞아. 나도 그 부분에 있어서 동의하는 부분이야 뭐 같이 보낼 시간이.오래된 친구들을 만나도 하는 얘기가 현재의 얘기도 많이 하지만 예전의 일들을 추억하면서 시간을 많이 보내잖아. 남자친구랑도 옛날 얘기를 하면서 추억하고는 하니까 추억이 아무런 힘이 없다고 말하기 어렵겠지 근데 네가 말한 것처럼 그거에 미련을 가지면 안 되고 그냥 즐기는 대상 그랬었구나 하고 생각하는 정도로만 남겨야할 것 같아. 그거를 계속해서 붙잡고 있으면 결국은 현재를 살아갈 수 없는 거잖아. 좋은 추억이든 나쁜 추억이든 지나간 건 지나간 거고 그거를 다시 되돌릴 수 없으니 그냥 그거를 기억하고 싶을 때만 떠올리면 될 것 같아.
segment_audio\09_01_026951_211024_SD_seg003.wav,아 그렇구나 역시. 너의 생각을 들어보면 너는 정말 모범적인 생각을 하는 것 같아. 너에게도 정말 아직도 그때를 생각하면 흐뭇하거나 아름답다고 생각하는 추억이.있어.
segment_audio\09_01_026951_211024_SD_seg004.wav,나는 아무래도 (20 살)/(스무 살) 때 학교 다닐 때가 그랬던 것 같아. 굉장히 즐겁게 놀고 맨날 놀고 학교도 열심히 다니고 아르바이트도 열심히 해서 지금 되돌아봐도 그 시절에만 할 수 있던 뭔가 열심히 살았던 느낌이 있어서 참 뿌듯해.
segment_audio\09_01_026951_211024_SD_seg005.wav,아 그렇구나. 그러면 너는 스무 살로 돌아갈 수 있다면 가고 싶어?
segment_audio\09_01_026951_211024_SD_seg006.wav,그럴 수 있으면 가고 싶어.
segment_audio\09_01_026954_211024_SD_seg000.wav,아기들은 볼살이 포동포동하잖아. 그게 너무 귀엽더라고 볼살을 만지면 또 말랑말랑해서 아기들은 볼살이 있는 게 훨씬 귀엽고 예쁜 것 같아.
segment_audio\09_01_026954_211024_SD_seg001.wav,"정말 나도 너의 말에 상당히 공감을 하는 편이야. 그런데 아기들도 물론 귀엽지만 내가 봤을 때 최고봉은 너의 볼살이라고 할 수가 있거든, 너의 볼살을 보면 .아기들의 볼살도 뺨을 칠 수 있는 그 정도의 충분한 볼살을 가지고 있어서 너를 볼 때마다 귀엽다고 생각하는 부분이야. 너의 생각은 어때."
segment_audio\09_01_026954_211024_SD_seg002.wav,고마워. 그렇게 생각해 줘서 맞아. 나도 볼살 참 많지.이게 볼살이 주는 이미지가 생각보다 강력한 것 같아 볼살이 많으면 아무래도 조금 어려 보이는 효과가 분명히 있는 것 같고. 그리고 이미지 자체가 조금 귀여워진다고 해야 하나. 그런.게 있어. 물론긍정적인 효과이긴 하지만 때로는 나는 너무 볼 살이 많아서 스트레스를 받을 때가 있거든. 나도 좀 날렵하고 날카로운 얼굴이었으면 좋겠다 생각을 하는데 그게 볼살 때문에 그러기 쉽지 않으니까 이미지가 그렇게 변하긴 힘들더라고.
segment_audio\09_01_026954_211024_SD_seg003.wav,그런데 내가 생각할 때는. 너의 성격이나 여러 가지 면들이 날카로운 것과는 사뭇 안 어울리기 때문에 지금처럼 둥글둥글한 너의 볼살과 너가 안성 맞춤으로 잘 어울리는 것 같아. 너의 그런 동글동글하고 터질 듯한 볼살들은 어떻게 만들 수 있는 거야.
segment_audio\09_01_026954_211024_SD_seg004.wav,그거는 약간 타고나야 하는 것 같아. 살을 찌운다고 해서 얼굴 살이 막 찌지 않는 사람도 있더라고 원래 얼굴에 살이 좀 잘 붙으면 그게 있는 것 같아. 나중에 나이가 들면 자연스럽게 빠져서더 나이 들어 보이는 얼굴이 될 수도 있지만 그래도 아직까지는 볼살 덕분에 나이에 비해 어려 보인다는 소리를 들어서 좋긴 한 것 같아.
segment_audio\09_01_026954_211024_SD_seg005.wav,그렇구나 그러면 너 같은 경우에는 볼살 말고 이 부분에도 살이 많다 이렇게 생각하는 신체 부위가 있어.
segment_audio\09_01_026954_211024_SD_seg006.wav,글쎄 나는 좀. 상체 위에 하체가 살이 잘 붙는 편이라.엉덩이나 허벅지가 살이 많은 편인 것 같아.
segment_audio\09_01_026961_211024_SD_seg000.wav,사람마다 각자의 이상향이랄 게 있지만 이상형과 (100 %)/(백 퍼센트) 맞는 사람. 왜. 만나는 건 별로 없는 일이잖아 실제와 이상형은 다르다 이런 말도 하고 말이야 그런 경우에는 좀 이상형이 너무 비현실적이거나 아니면 좀 외적인 이상형이 확고한 사람이 그런 소리를 많이 듣는 게 아닐까뭐 성격적인 부분이나 스타일적인 부분은 이상형으로 얘기한 사람이라면 비슷한 사람을 만나는 것 같더라고. 너는 어때 너의 이상형과 여태 만났던 사람들이 다 비슷한 느낌이야.
segment_audio\09_01_026961_211024_SD_seg001.wav,물론 그렇지는 않지. 어떻게 내가 늘 생각한 이상형과 실제 만난 사람이 부합할 수 있겠어. 그거는 어떻게 보면 상당히 모순적인 얘기라고 알 수가 있지. 하지만 이상형은 그대로 이상형이고 실제로 만났을 때 내가 머릿속에서 생각하는 이상형과 다르더라도 더욱더 격한 호감을 느낄 수도 있는 거고 여러 가지 감정을 새롭게 느낄 수 있기 때문에 중요한 건 실제로 만나서 대화를 하고 교감을 하며 소통하는 게 가장 중요한 것 같아 너의 생각은 어때.
segment_audio\09_01_026961_211024_SD_seg002.wav,맞아. 나도 그렇게 생각해. 이상형은 말 그대로 이상형일 뿐일 때가 많잖아. 외적으로 어떤 스타일을 좋아한다 이런 한두 개는 부합하는 사람을 만날 수 있겠지만 내가 가상으로 꿈꾸는 얼굴에 (100 %)/(백 퍼센트) 부합하는 사람을 만난다는 건 솔직히 거의 불가능한 일이라고 생각이 들거든. 확실히 그런 게 있으니까 그렇게 중요하진 않은데. 그래도 사람들은 항상 자기만의 이상형을 꿈꾸고 아직까지 생각을 하고 그러는 거 그걸 보면 신기한 것 같아 뭐 가끔 딱히 이상형이랄 게 없다라고 말하는 사람이 있긴 하지만 아직까지는 서로의 이상형을 많이 물어보기도 하고 그러잖아.
segment_audio\09_01_026961_211024_SD_seg003.wav,맞아. 그렇다고 알 수가 있지 너는 그러면 개인적으로 너의 뭐 이상형은 어떤 스타일을 좋아해?
segment_audio\09_01_026961_211024_SD_seg004.wav,나는 언제나 비슷한 것 같아 성격적인 부분에서는 다정하고 말을 좀 상냥하게 하는 사람을 좋아해. 그리고 좀 이해심이 많으면 더 좋고 그 밖의 거는 담배는 피지 않는데 술은 나와 함께 즐겨줬으면 좋겠고 그런 게 성격적이 이상형이고 외적으로는 나는 개인적으로는 좀슬림한 사람을 좋아하는 것 같아. 너는 어때?
segment_audio\09_01_026961_211024_SD_seg005.wav,나는 개인적으로 보면은 그런 것 같아. 귀여운 사람.
segment_audio\09_01_026967_211024_SD_seg000.wav,어떤 자리에 가도 어떤 모임이나 단체를 봐도 리더의 역할은 참 중요한 것 같아. 그 리더가 끌고 가는 방향과. 방법 비전이 명확하지 않으면 단체든 모임이던 다 망하게 되더라고 사람마다 강인한 리더십을 발휘하는 사람도 있고 충분히 얘기를 다 들어주면서 온화하게 이끌어가는 리더십을 발휘하는 사람도 있잖아. 누가 어떻게 좋은 리더이다 정답은 없지만. 확실히 본인이 추구하고 하는 리더십이 확고하지 않은 사람이 그냥 직책으로만 리더를 맡게 되면 여러모로 문제가 생기는 건 확실히 한 것 같아.
segment_audio\09_01_026967_211024_SD_seg001.wav,"맞아, 그만큼 리더의 리더십이 상당히 중요하다고 볼 수가 있겠지 너 같은 경우에도 어떤 팀에서 리더를 맡아서 리더십을 뽐내 본 적이 있어."
segment_audio\09_01_026967_211024_SD_seg002.wav,"물론 그런 적 있지, 근데 나는 그때 좀 어리기도 하고 여러모로 시행착오가 많았어서 그리 좋은 리더는 아니었을 거야 나는 일단 원칙과 규정을 잘 지켜야 한다고 생각을 해서 융통성을 많이 발휘하기보다는 정말 정확하게 칼같이 이끌어가려고 노력을 했었거든. 지금 하게 되면 어느 정도 융통성도 발휘하고 여러모로 이야기도 들으면서 할 수 있을 텐데 그때는 그럴 만한 여유도 없었고 내 마음에 그런 불안함이 커서 아무래도 그게 어려웠었어. 너는 어때.살면서 어떤 분야의 리더가 되어 본 적이 있어."
segment_audio\09_01_026967_211024_SD_seg003.wav,그럼 나 같은 경우에는 어렸을 때 운동을 했었기 때문에. 거기서 애들을 관리 감독하는 그런 직책을 맡았었지.어떻게 보면 나는 너랑 반대되는 리더십을 가지고 있는 것 같아 나는 원칙과 규율보다는 조금 융통성을 생각했고 애들이 불편하거나 그런 게 있다면 충분히 개선해서 더 좋은 환경을 만들어 가자고 생각을 했었던 것 같아. 너의 리더십은 원칙과 규율을 중시한다고 했는데 그게 어떻게 보면 맞는 거지만 밑에 너를 따르는 사람들 입장에서 봤을 때는 굉장히 호불호가 갈릴 수 있는 리더십이잖아. 뭐좋아하는 사람들은 지킬 것만 지키면 욕 먹을 일은 없겠다 이런 생각을 할 것이고. 그와 반대되는 사람들은 융통성이 없으니까 너무 힘들다 이런 생각도 할 것이고 말이야. 그런 거 생각하면너의 리더십은 어떤 것 같아.
segment_audio\09_01_026967_211024_SD_seg004.wav,맞아. 너의 말처럼 아쉬운 부분이 있지.
segment_audio\09_01_026970_211024_SD_seg000.wav,너는 광대뼈가 도드라지 짓는 게 사람들에게는 스트레스일 수도 있다고 생각해.
segment_audio\09_01_026970_211024_SD_seg001.wav,그게 왜 스트레스로 다가올 수 있는 거야.
segment_audio\09_01_026970_211024_SD_seg002.wav,광대뼈가 너무. 튀어나온 사람 입장에서는 그런 걸 되게 스트레스 받아 하는 경우가 있더라고 그래서 그게 궁금해서 너한테 물어봤어
segment_audio\09_01_026970_211024_SD_seg003.wav,.나는 그게 스트레스로 다가올 수는 없다고 생각해. 왜냐하면 광대뼈는 굉장히 매력적인 포인트이기 때문이야. 너의 생각은 어때?
segment_audio\09_01_026970_211024_SD_seg004.wav,맞아. 나도 너랑 비슷하게 생각해. 광대뼈는 생각보다 굉장히 매력 있고 유니크한 이미지를 낼 수 있는 부분이라고 생각을 하는데 그걸 안 좋아하는 사람들은 스트레스로 받아들이고 성형 수술을 하고 싶어 한다거나 그렇게 하더라고 나는 뭐 크게. 광대뼈가 심한 아니지만 원래 사람은 본인의 얼굴에 항상 만족하지 못하니까.그런가 보다 했는데 생각보다 많은 사람들이 그걸로 스트레스를 받는 것 같아서 광대뼈가 좀 부정적인 이미지인가 하고.
segment_audio\09_01_026970_211024_SD_seg005.wav,아 광대뼈가 부정적인 이미지가 줄 수 있다는 건 몰랐네. 나는 광대뼈가 항상 매력적이라고 생각했거든. 너는 그렇게.생각해 본 적 없어.
segment_audio\09_01_026970_211024_SD_seg006.wav,맞아. 나도 광대뼈가 조금 있는 사람은 그게 그만의 매력 포인트라고 항상 생각을 했었어.
segment_audio\09_01_026970_211024_SD_seg007.wav,정말 나도 너와 마찬가지인 부분이야. 그게 상당히 매력적이라고 볼 수가 있지.
segment_audio\09_01_026970_211024_SD_seg008.wav,그러니까 말이야 뭐. 근데 우리는 뭐 특별히 특출하게 광대뼈를 가진 게 아니라서 그들의 마음을 정확하게는 모르겠지만 나는 그거는 자기의 매력이라고 받아들이고 좀 오히려 뽐내면서 사는 게 좋을 그 것 같다고 생각해. 광대가 있으면 생기 있어 보이고 좀 귀엽지 않아.
segment_audio\09_01_026970_211024_SD_seg009.wav,그럼 굉장히 생기있어 보이고 귀엽다고 할 수가 있지. 너도 광대가 있는 편이잖아. 그래서 그래서 나는 그게 굉장히 귀엽다고 생각을 하거든. 그렇지 않아?
segment_audio\09_01_026970_211024_SD_seg010.wav,그렇구나. 근데 나는 광대가 그렇게 심한 편은 아니라서 근데 오히려 내가.그래서 좀 쉽게 말하는 걸 수도 있겠다. 그들에게는 스트레스일 수도 있을 것 같긴 하네 나는 광대보다 오히려 내 턱이 좀 사각이라 그런 부분이 스트레스인데 그걸 매력이라고 말하는 사람도 많거든 그런. 걸 보면 사람마다 다 본인이 가지고 있는 걸 좀 싫어하고 컴플렉스를 느끼는 게 있는 것 같아.
segment_audio\09_01_026970_211024_SD_seg011.wav,그렇구나 너는 그러면 그런 것들이 컴플렉스로 다가온 적이 있어.
segment_audio\09_01_026970_211024_SD_seg012.wav,물론 그런 적이 있지.
segment_audio\09_01_026974_211024_SD_seg000.wav,한동안 가을 됐을 때는 사람들이 야외에서 술 먹고 있는 모습 굉장히 많이 봤었는데 갑자기 날씨가 추워져서 그런지 이제는 야외 테이블에서 무언가를 먹는 사람을 보기가 힘드네. 올해는 유난히 밖에서 야외 테이블을 즐길 수 있는 시간이 짧았던 것 같아.
segment_audio\09_01_026974_211024_SD_seg001.wav,정말 너는 야외 테이블에서 식사를 하거나 커피를 마신다거나 그런 걸 좋아하는 편이야.
segment_audio\09_01_026974_211024_SD_seg002.wav,맞아. 나는 야외 테이블을 상당히 좋아해 즐길 수 있는 계절이 몇 안 되잖아. 그래서 즐길 수 있을 때는 그 시기를 즐겨서 밖에서 맥주 마시거나 커피 마시는 거 상당히 좋아한다고 볼 수가 있지. 근데 올해는 거의 못 해 본 것 같네. 너는 야외에서 술을 마시거나 커피 마시고 이러는 거 별로 안 좋아해.
segment_audio\09_01_026974_211024_SD_seg003.wav,나 같은 경우에는 물론 그런 거. 굉장히 좋아하기는 하는데 쉽게 그런 걸 앉지는 않는 것 같아 그 이유는 그런 게 있는 것 같아. 야외에서 먹으면 여름에는 모기가 있고 겨울에는 추위가 있잖아. 그렇다 보니까 그런 면들이 나에게는 힘들게 다가오는 것 같아. 너의 생각은 어때?
segment_audio\09_01_026974_211024_SD_seg004.wav,그러니까 보통 봄이나 가을에 즐기지. 나도 한여름에는 막 땀 흘리면서 야외 테이블에서 먹고 싶지 않아. 그냥 그런 걸 즐길 수 있는 계절에 간다고 볼 수가 있겠지 나는 좀 근데 그런 게 있어. 모든 야외 테이블이라 그래서 좋아하는 건 아니고. 좀 풍경이 좋거나 앞이 탁 트여 있는 데가 좋아. 아무리 야외 테이블이라고 해도 밖에 가 바로 도로거나 하면 솔직히 그거는 거의 매연을 먹는다고 볼 수 있잖아. 그런 거는 별로이고 그냥 밖에 구경할 만하고 딱히 막 차도이거나 그러지 않으면 야외 테이블을 즐긴다고 보면 될 것 같아.
segment_audio\09_01_026974_211024_SD_seg005.wav,그렇구나 너는 그러면 실내에서 먹는 것보다 야외에서 먹는 게 더 좋은 거야.
segment_audio\09_01_026974_211024_SD_seg006.wav,매번 그렇지는 않지만 확실히 야외가 주는 분위기가 있으니까 그 계절에는 그렇게 즐기는 걸 좋아한다고 볼 수가 있겠네.
segment_audio\09_01_026974_211024_SD_seg007.wav,그렇구나 그러면 지금은 조금 추워서 야외에서 먹기에 불편하니까 다음에 날씨가 조금 따뜻해 해지고 이러면 한번 먹어보도록 하자. 그러면 상당히 좋은 추억도 되고 좋을 수 있을 것 같아.
segment_audio\09_01_026974_211024_SD_seg008.wav,알겠어. 네가 걱정하는 모기나 그런 추위가 없을 때를 맞춰서 한 번 분위기 좋은 야외 테라스가 있는 곳에서 밥을 먹어보도록 하자고.
segment_audio\09_01_026977_211024_SD_seg000.wav,어릴 때 편식을 많이 하면 확실히 나이가 들어서도 편식을 하게 되나.
segment_audio\09_01_026977_211024_SD_seg001.wav,그런 그렇다고 할 수가 있지 네가 어릴 때 편식이 심해서. 지금도 편식이 심한 거 아니야.
segment_audio\09_01_026977_211024_SD_seg002.wav,나는 편식이 심하다고 절대 생각하지 않는데 물론 사람에 따라서는 내가 안 먹는 게 많다고 생각할 수도 있지만 나는 일상 생활에서 우리가 같이 밥을 먹을 때 내가 안 먹는 걸 고려해야 할 만큼의 편식이 아닌 이상 괜찮다고 생각을 하고 있어. 너는 어릴 때 편식 안 심했어?
segment_audio\09_01_026977_211024_SD_seg003.wav,그렇다고 볼 수가 있지. 그래서 지금도 이것저것 가리지 않고 골고루 잘 먹잖아 그래서 네가 나처럼 그렇게 편식 안 하는 모습이 부럽다고 하기도 하고.말이야 그런 어린 습관이 나는.커서도 간다고 생각하는 부분이야 너의 생각은 어때.
segment_audio\09_01_026977_211024_SD_seg004.wav,맞아. 아무래도 어릴때 잘 안 먹으면 나이가 들어서도 그 맛이 익숙하지 않으니까 잘 안 먹게 되고 꺼리는 게 분명히 생기겠지. 그러면 너는 너희 주변에 좀 유난히 편식이 심하다 하는 사람 있어. 음식 메뉴를 정하거나 뭐를 먹으러 갈 때 그 사람 때문에 항상 고려해야 하는 게 생긴다.이 정도로 편식을 좀 많이 하는 사람 말이야.
segment_audio\09_01_026977_211024_SD_seg005.wav,그럼 우리 주변에도 그런 사람이 굉장히 많다고 할 수가 있지 다 그런 건 아니지만. 보통. 편식하는 사람들을 보면 키가 작거나 뚱뚱하거나 그런 경우가 많은 것 같더라고 그거에 대해서 너의 생각은 어때?
segment_audio\09_01_026977_211024_SD_seg006.wav,아무래도 골고루 안 먹으니까 그런 일이 발생할 수도 있기는 하겠다 그러면 너 주위에서 가장 편식 많이 해서 네가 같이 뭔가를 먹는 걸 스트레스 받거나 이런 사람이 있으면 어떤 걸 편식하는 사람이야.
segment_audio\09_01_026977_211024_SD_seg007.wav,어떤 걸 편식하는 사람이냐니. 그게 무슨 질문이야.
segment_audio\09_01_026977_211024_SD_seg008.wav,네가 너 주변에 편식하는 사람 많다며 그중에서 네가 같이 밥 먹으러 가기 힘든 사람 중에서는 어떤 걸 편식하길래 네가 힘들다고 생각을 하냐고 물어본 거야.
segment_audio\09_01_026977_211024_SD_seg009.wav,내 생각에는 채소를 편식하는 사람들 있잖아. 어떤 음식을 먹더라도 한국에서 식당 가서 밥을 먹거나 집에서 밥을 해먹을 때 채소가 없는 식단은 없는데 채소가 먹기 싫다며 젓가락으로 골라내거나 이런 모습을 보이면. 정말 짜증이 나더라고 그런 사람들이랑은 같이 먹고 싶지 않을 것 같아.  너의 생각은 어때?
segment_audio\09_01_026977_211024_SD_seg010.wav,맞아. 나도. 그 부분은 동의해.
segment_audio\09_01_026979_211024_SD_seg000.wav,사람이 만나면 다들 인사를 하잖아. 그게 예의이고 말이야 너는 그러면 항상 소리 내서 인사를 해 아니면 그냥 고개만 숙이고 인사할 때도 있어.
segment_audio\09_01_026979_211024_SD_seg001.wav,나 같은 경우에는 고개만 끄덕이는 게 아니라 말로만 하는 것도 아닌 고개와 말이 하나가 되는최대한 예의를 지켜가며 인사를 하고 있어. 너의 생각은 어때?
segment_audio\09_01_026979_211024_SD_seg002.wav,그렇구나. 어떻게 보면 되게 정석으로 하고 있다고 볼 수가 있네. 나도. 매번 그렇게 하려고 노력은 하는데 사실 인사 라는 게 타이밍이 안 맞으면 하기가 힘들잖아. 그러다 보니까. 너처럼 그렇게 정석으로 인사를 못할 때도 많아. 고개만 숙일 때도 있고 말로만 할 때도 있고 그런 것 같아 인사는 항상 하려고 노력하는데 정석으로 하긴 힘이 드네.
segment_audio\09_01_026979_211024_SD_seg003.wav,인사는 가장 기본적인 거잖아. 내가 상대방에게 특별한 말을 하지도 않고 어떤 금전적인 투자를 하지 않아도 가장 좋은 인상을 심어줄 수 있는 것 중에 하나라고 생각을 하기 때문에그 점을 유의하면서 너도 인사를 잘 할 수 있도록 노력을. 해봐 그러면 지금보다 더 좋은 평가를 받을 수도 있어.
segment_audio\09_01_026979_211024_SD_seg004.wav,맞아. 진짜 그런 것 같아 조금 더 신경 써서 해보도록 노력은 해봐야겠다 너는 그러면 인사하는 거 여러 번 마주쳐도 항상 똑같이 인사를 해. 사실 오전에 한 번 인사했는데 오후에 또 만났다 그래서 인사하진 않잖아. 나는 그럴 땐 그냥 고개만 살짝 숙이긴 하는데. 너는 그럴 때도 정석으로 인사를 하는 편이야.
segment_audio\09_01_026979_211024_SD_seg005.wav,나 같은 경우에는 하루에 한 번만 인사를 하면 된다고 생각을 해. 굳이 하루에 아침에도 했는데 점심에도 하고 저녁에도 하고 이거는 나는 정말 아니라고 생각을 하기 때문에 그거는 정말 무의미하다고 볼 수가 있어. 그렇지 않아.
segment_audio\09_01_026979_211024_SD_seg006.wav,맞아. 나도 그건 너의 의견과 동일하게 생각하는 부분이야. 근데 뭐 몇 번을 만나도 상대방이 먼저 인사를 하면 받기는 하지. 나도 그럴 때는 그냥 똑같이 다시 해 주고는 하는데 참 에너지 소모다라는 생각이 가끔은 들기도 하더라고 더불어 가는 세상에 당연히 인사하고 서로 좋게 좋게 생활하는 게 당연히 좋지만 때로는 인사하는 것도 에너지 소모인 것 같아. 우리가 막 학교 다닐 때도 선배들이 인사 제대로 안 하면제대로 안 한다고 화내고 혼내고 그러는 경우도 있었잖아. 나는 어릴 때부터 그게 되게 싫었거든. 굳이 막 뭐라고 할 만큼 그게 있나 싶기도 하고 그래서 나도 모르게 인사에 대한 좀 안 좋은 이미지가 바뀐 것도 없지 않아 있는 것 같아.
segment_audio\09_01_026979_211024_SD_seg007.wav,그렇구나 그런 면도 있겠네. 너는 앞으로 인사를 쭉 자랄 테니까 주의해서 좋은 평판을 유지할 수 있을 거야. 그러니까 잘해.
segment_audio\09_01_026981_211024_SD_seg000.wav,확실히 겨울이 되니까 너무 건조하지 않아. 그러다 보니까 립밤을 많이 바르게 돼 나는 입술 건조한 걸 개인적으로 되게 싫어하기도 하고 관리를 좀 신경 써서 해주는 편이라 수시로 립밤을 발라주거든. 근데 립밤을 잘 안 바르는 사람들은 아예 안 바르더라. 나는 되게 신기했어 나는 립밤이 없으면 좀 여러모로 불편할 것 같은데 말이야. 너네 립밤을 잘 발라주는 편이라고 할 수 있어.
segment_audio\09_01_026981_211024_SD_seg001.wav,그럼 나 같은 경우에는 외출할 때도 항시 립밤을 소지하고 다니기 때문에 항상 그 점은 유념하면서. 입술에 잘 발라준다고 알 수가 있지. 너도 립밤을 자주 발라서 알고 있겠지만 이게 한 번만 바르고 끝내기에는 사실 얼마 지나지 않아서 또 건조해진단 말이지. 그래서 주기적으로자주 발라줘서 입술에건조하지 않게 촉촉히 만들어 줘야 해.
segment_audio\09_01_026981_211024_SD_seg002.wav,맞아. 나도 그 말해 공감하고 있어 확실히 바르고 안 바르고의 차이가 큰 것 같거든. 너는 그러면 뭐 네가 꼭 사용하는 립밤 브랜드가 있어 아니면 립밤은 크게 브랜드를 가리지 않고 사용을 하는 편이라고 할 수가 있어.
segment_audio\09_01_026981_211024_SD_seg003.wav,나는 굳이 내가 선호하는 립밤 브랜드가 있지는 않고 그냥 촉촉하다고 생각이 들거나집에 보통 서랍장을 열면 하나씩. 굴러다니는 게 있잖아. 그런 걸 사용한다고 볼 수가 있지.
segment_audio\09_01_026981_211024_SD_seg004.wav,그렇구나 맞아. 립밤은 은근히 선물도 많이 들어오고 내 주변에서는 립밤 많이 안 쓴다고.많이 쓰는 나에게 선물 받은 걸 주기도 해서 나도 내 돈 주고 립밤을 사 본 게 언젠지 기억도 안 나네. 겨울에는 확실히 내가 자주 머무는 곳에 항상 립밤을 놔두고 쓰다 보니까 그럼 그 부분에 있어서 빨리빨리 소모를 하는 게 좋을 것 같아 나는 개인적으로 립밤은 막 엄청.향이 있거나 그런 것보다는 그냥 무조건 촉촉하고 오래 가는 게 좋은 것 같아.
segment_audio\09_01_026981_211024_SD_seg005.wav,정말 그러면 네가 이제까지 써봤을 때 이거는 정말 촉촉하고 좋았다 느껴지는 게. 있어
segment_audio\09_01_026981_211024_SD_seg006.wav,내가 지금도 자기 전에 항상 듬뿍 바르는 건데 그거는 솔직히 립밤 전용은 아니거. 든 약간 바세린 같은 같은 연고 느낌인데 그게 입술에 밤에 바르고 자면 다음 날 아침까지도 입술이 촉촉하게 유지가 돼. 그게 굉장히 좋더라고 그래서 그거는 떨어지면 사두고 쓰고 있어. 그거는 립밤뿐만 아니라 몸이 건조한데 연고처럼 발라도 좋아서 내가 애용하고 있는 제품이라고 할 수가 있지.
segment_audio\09_01_026981_211024_SD_seg007.wav,그렇구나 그러면 다음에 너가 바르는 제품을 나에게 추천을 좀 해줄 수 있을까? 나도 립밤이 이제 거의 다 써가기 때문에 새로운 립밤이 필요한 부분이야.
segment_audio\09_01_026981_211024_SD_seg008.wav,알겠어.
segment_audio\09_01_026987_211024_SD_seg000.wav,너 머리 엄청 많이 길렀네. 그 정도면 좀 더 기르면 단발 머리 되겠어.
segment_audio\09_01_026987_211024_SD_seg001.wav,정말 내가 요새 머리를 기르려고 기른 건 아닌데. 코리나가 코로나가 장기화가 되면서 사람 만나는 일도 예전보다 많이 적어지고 있고 또 그렇게 하루하루 있다 보니까 머리가 자연스럽게 길러가더라고 그래서 이 참에 머리는 한번 길러볼까라는 생각에 조금씩 기르고 있는데 사람마다 거지존이라는 애매한 길이가 있잖아. 약간 그런 느낌에 오지 않았나라고 생각을 하고 그래서 네가 봤을 때 그렇게 단발로 되겠다 이렇게 얘기를 하는 것 같아.
segment_audio\09_01_026987_211024_SD_seg002.wav,맞아 근데 생각보다 굉장히 잘 어울리네 네가 말하는 거지존인지는 잘 모르겠지만 그거는 약간 본인이 느끼는 거거든 이렇게 해도 뻗치고 저렇게 해도 뻗치고 머리 관리가 안 될 때 말이야. 그거를 참고 기르면 갑자기 훅 기를 수가 있어 네가 만약에 이렇게 머리 기를 수 있는 기회가 많지 않고 이게 마지막이 아닐까 생각하면 한 번 계속 길러보는 것도 나는 나쁘지 않다고 생각하는데 너는 계속 머리를 기를 생각이야 어떻게 생각하고 있는 거야.
segment_audio\09_01_026987_211024_SD_seg003.wav,혹시 가수 중에 박완규 있잖아. 박완규 머리를 보면 굉장히 장발을 유지하고 있단 말이야. 그 정도 머리를 한번 길러보고 싶어. 한때 락커를 꿈꾸기도 했거든 그 머리는 어떤 것 같아.
